,0,1,2,3,4,5
1317,Hsa.8007,R32804,3' UTR,1,135146,"""GLUCOSE TRANSPORTER TYPE 3, BRAIN (HUMAN);contains Alu repetitive element;.                                                                                                                                                                  """
1318,Hsa.2837,X65873,gene,1,N/A,KINESIN HEAVY CHAIN (HUMAN);.
1319,Hsa.9143,T47025,3' UTR,2a,70953,HEMAGGLUTININ-NEURAMINIDASE (Human parainfluenza 4a virus)
1320,Hsa.2706,X02761,gene,1,N/A,Human mRNA for fibronectin (FN precursor).
1321,Hsa.1460,M20867,gene,1,N/A,"""Human glutamate dehydrogenase (GDH) mRNA, complete cds.                                                                                                                                                                                              """
1322,Hsa.7336,R43766,3' UTR,2a,34849,ELONGATION FACTOR 2 (Homo sapiens)
1323,Hsa.2996,X70040,gene,1,N/A,H.sapiens RON mRNA for tyrosine kinase.
1324,Hsa.3016,T47377,3' UTR,1,71035,S-100P PROTEIN (HUMAN).
1325,Hsa.902,M94203,gene,1,N/A,"""Homo sapiens protein kinase gene, 3' end of cds and trinucleotide repeat region.                                                                                                                                                                      """
1326,Hsa.2832,T84082,3' UTR,1,111253,ER LUMEN PROTEIN RETAINING RECEPTOR 1 (HUMAN);.
1327,Hsa.6317,R39209,3' UTR,2a,23464,HUMAN IMMUNODEFICIENCY VIRUS TYPE I ENHANCER-BINDING PROTEIN 2 (Homo sapiens)
1328,Hsa.1154,L32163,gene,1,N/A,"""Homo sapiens zinc finger protein mRNA, 3' end.                                                                                                                                                                                                       """
1329,Hsa.10240,T52905,3' UTR,2a,68116,"""NEURONAL ACETYLCHOLINE RECEPTOR PROTEIN, ALPHA-2 CHAIN PRECURSOR (Gallus gallus)                                                                                                                                                            """
1330,Hsa.32,D10522,gene,1,N/A,"""Human mRNA for 80K-L protein, complete cds. (HUMAN);contains element TAR1 repetitive element ;.                                                                                                                                                        """
1331,Hsa.667,L25616,gene,1,N/A,"""Human CG1 protein mRNA, complete cds.                                                                                                                                                                                                                 """
1332,Hsa.2901,X58521,gene,1,N/A,NUCLEAR PORE GLYCOPROTEIN P62 (HUMAN);.
1333,Hsa.7,H72234,3' UTR,1,213492,DNA-(APURINIC OR APYRIMIDINIC SITE) LYASE (HUMAN);.
1334,Hsa.3026,X83301,gene,1,N/A,H.sapiens SMA5 mRNA.
1335,Hsa.17776,T89649,3' UTR,2a,117479,"""ELONGATION FACTOR 1-ALPHA, SOMATIC FORM (Xenopus laevis)                                                                                                                                                                                   """
1336,Hsa.6786,H05978,3' UTR,2a,43911,DIPEPTIDE TRANSPORT SYSTEM PERMEASE PROTEIN DPPB (Haemophilus influenzae)
1337,Hsa.2410,L41067,gene,1,N/A,"""Homo sapiens NF-AT4c mRNA, complete cds.                                                                                                                                                                                                             """
1338,Hsa.7462,U24166,gene,1,N/A,"""Human EB1 mRNA, complete cds.                                                                                                                                                                                                                        """
1339,Hsa.17564,T98555,3' UTR,2a,123113,DNA-DIRECTED RNA POLYMERASES I AND III 16 KD POLYPEPTIDE (Saccharomyces cerevisiae)
1340,Hsa.814,M74524,gene,1,N/A,"""Human HHR6A (yeast RAD 6 homologue) mRNA, complete cds.                                                                                                                                                                                               """
1341,Hsa.39621,R96909,3' UTR,2a,200337,IMMEDIATE-EARLY PROTEIN IE180 (Pseudorabies virus)
1342,Hsa.2614,X79981,gene,1,N/A,H.sapiens VE-cadherin mRNA.
1343,Hsa.1719,L26405,gene,1,N/A,"""Homo sapiens (huc) mRNA, complete cds.                                                                                                                                                                                                               """
1344,Hsa.41381,H55759,3' UTR,2a,203415,"""RETINOL-BINDING PROTEIN I, CELLULAR (Mus musculus)                                                                                                                                                                                         """
1345,Hsa.5392,T62947,3' UTR,2a,79366,60S RIBOSOMAL PROTEIN L24 (Arabidopsis thaliana)
1346,Hsa.2340,X02157,gene,1,N/A,Human mRNA for fetal erythropoietin.
1347,Hsa.2354,X52228,gene,1,N/A,Human mRNA for secreted epithelial tumour mucin antigen.
1348,Hsa.1320,M28827,gene,1,N/A,"""Human thymocyte antigen CD1c mRNA, complete cds.                                                                                                                                                                                                     """
1349,Hsa.32345,R70479,3' UTR,2a,141806,PUTATIVE DNA BINDING PROTEIN A20 (Homo sapiens)
1350,Hsa.41247,X68688,gene,1,N/A,H.sapiens ZNF33B gene.
1351,Hsa.712,M24069,gene,1,N/A,"""Human DNA-binding protein A (dbpA) gene, 3' end.                                                                                                                                                                                                      """
1352,Hsa.2957,M31303,gene,1,N/A,"""Human oncoprotein 18 (Op18) gene, complete cds.                                                                                                                                                                                                      """
1353,Hsa.37293,R85326,3' UTR,2a,274755,FK506-BINDING PROTEIN (HUMAN);contains PTR5 repetitive element ;.
1354,Hsa.16714,T85165,3' UTR,2a,111345,SRC SUBSTRATE P80/85 PROTEINS (Gallus gallus)
1355,Hsa.40206,R99916,3' UTR,2a,201708,GENOME POLYPROTEIN (Human rhinovirus 89)
1356,Hsa.16622,T84051,3' UTR,2a,114179,"""G25K GTP-BINDING PROTEIN, PLACENTAL ISOFORM (Homo sapiens)                                                                                                                                                                                 """
1357,Hsa.534,U02081,gene,1,N/A,"""Human guanine nucleotide regulatory protein (nep1) mRNA, complete cds.                                                                                                                                                                                """
1358,Hsa.3238,U26648,gene,1,N/A,"""Human syntaxin 5 mRNA, complete cds.                                                                                                                                                                                                                 """
1359,Hsa.34431,H09719,3' UTR,2a,45452,TUBULIN ALPHA-6 CHAIN (Mus musculus)
1360,Hsa.1241,M19159,gene,1,N/A,"""Human placental heat-stable alkaline phosphatase (PLAP-1) gene, complete cds.                                                                                                                                                                        """
1361,Hsa.1062,M95549,gene,1,N/A,SODIUM/GLUCOSE COTRANSPORTER-LIKE (HUMAN);.
1362,Hsa.3301,X89430,gene,1,N/A,H.sapiens mRNA for methyl CpG binding protein 2.
1363,Hsa.36671,X82634,gene,1,N/A,H.sapiens partial mRNA for hair keratin acidic 3-II.
1364,Hsa.341,M26683,gene,1,N/A,Human interferon gamma treatment inducible mRNA.
1365,Hsa.2827,Z11502,gene,1,N/A,H.sapiens mRNA for intestine-specific annexin.
1366,Hsa.7648,R44052,3' UTR,2a,33184,TRANS-ACTING TRANSCRIPTIONAL PROTEIN ICP4 (Equine herpesvirus type 1)
1367,Hsa.28895,R60508,3' UTR,2a,43155,"""CLEAVAGE STIMULATION FACTOR, 50 KD SUBUNIT (Homo sapiens)                                                                                                                                                                                   """
1368,Hsa.18462,H53092,3' UTR,2a,202444,PROBABLE SERINE/THREONINE-PROTEIN KINASE C16C9.07 (Schizosaccharomyces pombe)
1369,Hsa.35496,H22579,3' UTR,2a,159812,INTEGRIN ALPHA-6 PRECURSOR (Homo sapiens)
1370,Hsa.1929,M83254,gene,1,N/A,"""Human cardiac potassium channel (KCNA5) mRNA, complete cds.                                                                                                                                                                                          """
1371,Hsa.2967,X75208,gene,1,N/A,H.sapiens HEK2 mRNA for protein tyrosine kinase receptor.
1372,Hsa.9102,T51139,3' UTR,2a,78820,ATP SYNTHASE A CHAIN PRECURSOR (Euglena gracilis)
1373,Hsa.28468,H25940,3' UTR,2a,162266,PUTATIVE SERINE/THREONINE-PROTEIN KINASE PSK-H1 (Homo sapiens)
1374,Hsa.36897,H42884,3' UTR,2a,183086,INTERFERON REGULATORY FACTOR 1 (Homo sapiens)
1375,Hsa.36943,H51524,3' UTR,2a,179704,FMS TYROSINE KINASE TRANSFORMING PROTEIN (Feline sarcoma virus)
1376,Hsa.31677,D15057,gene,1,N/A,"""Human mRNA for DAD-1, complete cds.                                                                                                                                                                                                                 """
1377,Hsa.19843,T98835,3' UTR,2a,122341,80.7 KD ALPHA TRANS-INDUCING PROTEIN (Bovine herpesvirus type 1)
1378,Hsa.2789,R32511,3' UTR,1,135395,H.sapiens mRNA for RNA polymerase II subunit.
1379,Hsa.1316,M92287,gene,1,N/A,"""Homo sapiens cyclin D3 (CCND3) mRNA, complete cds.                                                                                                                                                                                                   """
1380,Hsa.6317,R39209,3' UTR,2a,23464,HUMAN IMMUNODEFICIENCY VIRUS TYPE I ENHANCER-BINDING PROTEIN 2 (Homo sapiens)
1381,Hsa.449,H58397,3' UTR,1,205866,"""TRANS-1,2-DIHYDROBENZENE-1,2-DIOL DEHYDROGENASE (HUMAN);.                                                                                                                                                                                     """
1382,Hsa.3764,H02540,3' UTR,1,151270,CATHEPSIN L PRECURSOR (HUMAN);.
1383,Hsa.19143,H02258,3' UTR,2a,150726,VERPROLIN (Saccharomyces cerevisiae)
1384,Hsa.44067,H75867,3' UTR,2a,230561,ALPHA-1-ANTITRYPSIN PRECURSOR (Homo sapiens)
1385,Hsa.2275,L40992,gene,1,N/A,"""Homo sapiens (clone PEBP2aA1) core-binding factor, runt domain, alpha subunit 1 (CBFA1) mRNA, 3' end of cds.                                                                                                                                         """
1386,Hsa.1902,L05144,gene,1,N/A,"""PHOSPHOENOLPYRUVATE CARBOXYKINASE, CYTOSOLIC (HUMAN);contains Alu repetitive element;contains element PTR5 repetitive element ;.                                                                                                                     """
1387,Hsa.578,M77477,gene,1,N/A,"""Human aldehyde dehydrogenase mRNA, complete cds.                                                                                                                                                                                                      """
1388,Hsa.555,M32313,gene,1,N/A,"""Human steroid 5-alpha-reductase mRNA, complete cds.                                                                                                                                                                                                   """
